taxonID	identifier	datasetID	datasetName	acceptedNameUsageID	parentNameUsageID	taxonomicStatus	taxonRank	verbatimTaxonRank	scientificName	kingdom	phylum	class	order	superfamily	family	genus	subgenus	specificEpithet	infraspecificEpithet	scientificNameAuthorship	source	namePublishedIn	nameAccordingTo	modified	description
2435683	urn:lsid:catalogueoflife.org:taxon:d8895028-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363580	accepted name	genus		Phymanthus	Animalia	Cnidaria	Anthozoa	Actiniaria		Phymanthidae	Phymanthus									
2435684	urn:lsid:catalogueoflife.org:taxon:d889514a-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363615	accepted name	genus		Cladactella	Animalia	Cnidaria	Anthozoa	Actiniaria		Actiniidae	Cladactella									
2435685	urn:lsid:catalogueoflife.org:taxon:d8895276-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363612	accepted name	genus		Hormosoma	Animalia	Cnidaria	Anthozoa	Actiniaria		Actinostolidae	Hormosoma									
2435686	urn:lsid:catalogueoflife.org:taxon:d88953a2-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363615	accepted name	genus		Phlyctenactis	Animalia	Cnidaria	Anthozoa	Actiniaria		Actiniidae	Phlyctenactis									
2435687	urn:lsid:catalogueoflife.org:taxon:d88954c4-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363615	accepted name	genus		Oulactis	Animalia	Cnidaria	Anthozoa	Actiniaria		Actiniidae	Oulactis									
2435688	urn:lsid:catalogueoflife.org:taxon:d88955f0-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363579	accepted name	genus		Dactylanthus	Animalia	Cnidaria	Anthozoa	Actiniaria		Preactiidae	Dactylanthus									
2435689	urn:lsid:catalogueoflife.org:taxon:d889571c-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363611	accepted name	genus		Paraiptasia	Animalia	Cnidaria	Anthozoa	Actiniaria		Aiptasiidae	Paraiptasia									
2435690	urn:lsid:catalogueoflife.org:taxon:d889583e-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363615	accepted name	genus		Synantheopsis	Animalia	Cnidaria	Anthozoa	Actiniaria		Actiniidae	Synantheopsis									
2435691	urn:lsid:catalogueoflife.org:taxon:d889596a-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363615	accepted name	genus		Spheractis	Animalia	Cnidaria	Anthozoa	Actiniaria		Actiniidae	Spheractis									
2435692	urn:lsid:catalogueoflife.org:taxon:d8895a96-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363615	accepted name	genus		Anthostella	Animalia	Cnidaria	Anthozoa	Actiniaria		Actiniidae	Anthostella									
2435693	urn:lsid:catalogueoflife.org:taxon:d8895bc2-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363589	accepted name	genus		Eltaninactis	Animalia	Cnidaria	Anthozoa	Actiniaria		Isanthidae	Eltaninactis									
2435694	urn:lsid:catalogueoflife.org:taxon:d8895ce4-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363581	accepted name	genus		Octineon	Animalia	Cnidaria	Anthozoa	Actiniaria		Octineonidae	Octineon									
2435695	urn:lsid:catalogueoflife.org:taxon:d8895e10-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363578	accepted name	genus		Ptychodactis	Animalia	Cnidaria	Anthozoa	Actiniaria		Ptychodactiidae	Ptychodactis									
2435696	urn:lsid:catalogueoflife.org:taxon:d8895f3c-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363594	accepted name	genus		Phytocoeteopsis	Animalia	Cnidaria	Anthozoa	Actiniaria		Haliactiidae	Phytocoeteopsis									
2435697	urn:lsid:catalogueoflife.org:taxon:d889605e-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363594	accepted name	genus		Phytocoetes	Animalia	Cnidaria	Anthozoa	Actiniaria		Haliactiidae	Phytocoetes									
